exact_date,stop_name,arrival_time,departure_time,trip_headsign,trip_id
2026-02-20,Kolding Busterminal,09:40:00,09:40:00,Knud Hansens Vej (Kolding),157431848
2026-02-20,Kolding Busterminal,09:40:00,09:40:00,Lunderskov St. (bus),157428912
2026-02-20,Mazantigade v Kolding Busterminal,09:41:00,09:43:00,Albuen 40 (Kolding),157427796
2026-02-20,Kolding Busterminal,09:43:00,09:43:00,Kolding Busterminal,157425202
2026-02-20,Kolding Busterminal,09:44:00,09:44:00,Kolding Busterminal,157426255
2026-02-20,Mazantigade v Kolding Busterminal,09:45:00,09:45:00,Knud Hansens Vej (Kolding),157429806
2026-02-20,Kolding Busterminal,09:45:00,09:45:00,Vejle Trafikcenter,157425103
2026-02-20,Mazantigade v Kolding Busterminal,09:46:00,09:46:00,Nørregyde v Julivænget (Kolding),157429745
2026-02-20,Kolding Busterminal,09:46:00,09:46:00,Kolding Busterminal,157425153
2026-02-20,Mazantigade v Kolding Busterminal,09:46:00,09:48:00,Højhusene (Kolding),157427655
2026-02-20,Kolding Busterminal,09:47:00,09:49:00,Vejle,157432982
2026-02-20,Kolding Busterminal,09:52:00,09:52:00,Kolding Busterminal,157431819
2026-02-20,Kolding Busterminal,09:54:00,09:54:00,Kolding Busterminal,157428936
2026-02-20,Kolding Busterminal,09:53:00,09:55:00,Vejle Trafikcenter,157425103
2026-02-20,Mazantigade v Kolding Busterminal,09:56:00,09:58:00,Albuen 40 (Kolding),157427791
2026-02-20,Mazantigade v Kolding Busterminal,10:00:00,10:00:00,Knud Hansens Vej (Kolding),157429797
2026-02-20,Mazantigade v Kolding Busterminal,10:00:00,10:00:00,Drejensvej v Agerøvej (Kolding),157430806
2026-02-20,Kolding Busterminal,10:00:00,10:00:00,Sønder Stenderup,157428956
2026-02-20,Mazantigade v Kolding Busterminal,10:01:00,10:01:00,Nørregyde v Julivænget (Kolding),157429733
2026-02-20,Mazantigade v Kolding Busterminal,10:02:00,10:02:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430899
2026-02-20,Mazantigade v Kolding Busterminal,10:01:00,10:03:00,Højhusene (Kolding),157427659
2026-02-20,Kolding Busterminal,10:05:00,10:05:00,Haderslev Busstation,157426210
2026-02-20,Mazantigade v Kolding Busterminal,10:08:00,10:08:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430167
2026-02-20,Mazantigade v Kolding Busterminal,10:09:00,10:09:00,Munkevænget v Munkevængets Skole,157430199
2026-02-20,Kolding Busterminal,10:10:00,10:10:00,Knud Hansens Vej (Kolding),157431828
2026-02-20,Mazantigade v Kolding Busterminal,10:10:00,10:10:00,Sønder Stenderup,157428956
2026-02-20,Kolding Busterminal,10:11:00,10:11:00,Kolding Busterminal,157425016
2026-02-20,Mazantigade v Kolding Busterminal,10:11:00,10:13:00,Albuen 40 (Kolding),157427788
2026-02-20,Mazantigade v Kolding Busterminal,10:15:00,10:15:00,Knud Hansens Vej (Kolding),157429790
2026-02-20,Mazantigade v Kolding Busterminal,10:16:00,10:16:00,Nørregyde v Julivænget (Kolding),157429722
2026-02-20,Mazantigade v Kolding Busterminal,10:16:00,10:18:00,Højhusene (Kolding),157427650
2026-02-20,Kolding Busterminal,10:22:00,10:22:00,Kolding Busterminal,157431789
2026-02-20,Mazantigade v Kolding Busterminal,10:26:00,10:28:00,Albuen 40 (Kolding),157427821
2026-02-20,Mazantigade v Kolding Busterminal,10:30:00,10:30:00,Knud Hansens Vej (Kolding),157429771
2026-02-20,Kolding Busterminal,10:30:00,10:30:00,Nordager v Vejlevej (Kolding),157425025
2026-02-20,Mazantigade v Kolding Busterminal,10:30:00,10:30:00,Drejensvej v Agerøvej (Kolding),157430799
2026-02-20,Mazantigade v Kolding Busterminal,10:31:00,10:31:00,Nørregyde v Julivænget (Kolding),157429743
2026-02-20,Mazantigade v Kolding Busterminal,10:32:00,10:32:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430896
2026-02-20,Mazantigade v Kolding Busterminal,10:31:00,10:33:00,Højhusene (Kolding),157427668
2026-02-20,Mazantigade v Kolding Busterminal,10:38:00,10:38:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430140
2026-02-20,Kolding Busterminal,10:38:00,10:38:00,Kolding Busterminal,157426835
2026-02-20,Mazantigade v Kolding Busterminal,10:39:00,10:39:00,Munkevænget v Munkevængets Skole,157430197
2026-02-20,Kolding Busterminal,10:40:00,10:40:00,Knud Hansens Vej (Kolding),157431825
2026-02-20,Kolding Busterminal,10:42:00,10:42:00,Kolding Busterminal,157426237
2026-02-20,Mazantigade v Kolding Busterminal,10:41:00,10:43:00,Albuen 40 (Kolding),157427784
2026-02-20,Kolding Busterminal,10:43:00,10:43:00,Kolding Busterminal,157425201
2026-02-20,Mazantigade v Kolding Busterminal,10:45:00,10:45:00,Knud Hansens Vej (Kolding),157429764
2026-02-20,Kolding Busterminal,10:45:00,10:45:00,Vejle Trafikcenter,157425101
2026-02-20,Mazantigade v Kolding Busterminal,10:46:00,10:46:00,Nørregyde v Julivænget (Kolding),157429744
2026-02-20,Mazantigade v Kolding Busterminal,10:46:00,10:48:00,Højhusene (Kolding),157427654
2026-02-20,Kolding Busterminal,10:52:00,10:52:00,Kolding Busterminal,157431769
2026-02-20,Kolding Busterminal,10:53:00,10:55:00,Vejle Trafikcenter,157425101
2026-02-20,Mazantigade v Kolding Busterminal,10:56:00,10:58:00,Albuen 40 (Kolding),157427817
2026-02-20,Mazantigade v Kolding Busterminal,11:00:00,11:00:00,Knud Hansens Vej (Kolding),157429766
2026-02-20,Mazantigade v Kolding Busterminal,11:00:00,11:00:00,Drejensvej v Agerøvej (Kolding),157430796
2026-02-20,Mazantigade v Kolding Busterminal,11:01:00,11:01:00,Nørregyde v Julivænget (Kolding),157429724
2026-02-20,Mazantigade v Kolding Busterminal,11:02:00,11:02:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430910
2026-02-20,Mazantigade v Kolding Busterminal,11:01:00,11:03:00,Højhusene (Kolding),157427641
2026-02-20,Kolding Busterminal,11:04:00,11:04:00,Kolding Busterminal,157428925
2026-02-20,Kolding Busterminal,11:05:00,11:05:00,Haderslev Busstation,157426207
2026-02-20,Mazantigade v Kolding Busterminal,11:08:00,11:08:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430139
2026-02-20,Mazantigade v Kolding Busterminal,11:09:00,11:09:00,Munkevænget v Munkevængets Skole,157430216
2026-02-20,Kolding Busterminal,11:10:00,11:10:00,Knud Hansens Vej (Kolding),157431875
2026-02-20,Kolding Busterminal,11:08:00,11:10:00,Sønderborg,157433018
2026-02-20,Kolding Busterminal,11:11:00,11:11:00,Kolding Busterminal,157425009
2026-02-20,Mazantigade v Kolding Busterminal,11:11:00,11:13:00,Albuen 40 (Kolding),157427808
2026-02-20,Mazantigade v Kolding Busterminal,11:15:00,11:15:00,Knud Hansens Vej (Kolding),157429787
2026-02-20,Mazantigade v Kolding Busterminal,11:16:00,11:16:00,Nørregyde v Julivænget (Kolding),157429751
2026-02-20,Mazantigade v Kolding Busterminal,11:16:00,11:18:00,Højhusene (Kolding),157427663
2026-02-20,Kolding Busterminal,11:20:00,11:20:00,Billund Lufthavn / Billund Airport (bus),157426853
2026-02-20,Kolding Busterminal,11:22:00,11:22:00,Kolding Busterminal,157431780
2026-02-20,Mazantigade v Kolding Busterminal,11:26:00,11:28:00,Albuen 40 (Kolding),157427826
2026-02-20,Mazantigade v Kolding Busterminal,11:30:00,11:30:00,Knud Hansens Vej (Kolding),157429793
2026-02-20,Kolding Busterminal,11:30:00,11:30:00,Nordager v Vejlevej (Kolding),157425018
2026-02-20,Mazantigade v Kolding Busterminal,11:30:00,11:30:00,Drejensvej v Agerøvej (Kolding),157430789
2026-02-20,Mazantigade v Kolding Busterminal,11:31:00,11:31:00,Nørregyde v Julivænget (Kolding),157429695
2026-02-20,Mazantigade v Kolding Busterminal,11:32:00,11:32:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430886
2026-02-20,Mazantigade v Kolding Busterminal,11:31:00,11:33:00,Højhusene (Kolding),157427685
2026-02-20,Mazantigade v Kolding Busterminal,11:38:00,11:38:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430144
2026-02-20,Kolding Busterminal,11:38:00,11:38:00,Kolding Busterminal,157426827
2026-02-20,Mazantigade v Kolding Busterminal,11:39:00,11:39:00,Munkevænget v Munkevængets Skole,157430191
2026-02-20,Kolding Busterminal,11:40:00,11:40:00,Knud Hansens Vej (Kolding),157431878
2026-02-20,Kolding Busterminal,11:42:00,11:42:00,Kolding Busterminal,157426239
2026-02-20,Mazantigade v Kolding Busterminal,11:41:00,11:43:00,Albuen 40 (Kolding),157427814
2026-02-20,Kolding Busterminal,11:43:00,11:43:00,Kolding Busterminal,157425186
2026-02-20,Mazantigade v Kolding Busterminal,11:45:00,11:45:00,Knud Hansens Vej (Kolding),157429799
2026-02-20,Kolding Busterminal,11:45:00,11:45:00,Vejle Trafikcenter,157425099
2026-02-20,Mazantigade v Kolding Busterminal,11:46:00,11:46:00,Nørregyde v Julivænget (Kolding),157429738
2026-02-20,Mazantigade v Kolding Busterminal,11:46:00,11:48:00,Højhusene (Kolding),157427695
2026-02-20,Kolding Busterminal,11:47:00,11:49:00,Vejle,157432992
2026-02-20,Kolding Busterminal,11:52:00,11:52:00,Kolding Busterminal,157431795
2026-02-20,Kolding Busterminal,11:53:00,11:55:00,Vejle Trafikcenter,157425099
2026-02-20,Mazantigade v Kolding Busterminal,11:56:00,11:58:00,Albuen 40 (Kolding),157427811
2026-02-20,Kolding Busterminal,11:59:00,11:59:00,Kolding,157428129
2026-02-20,Mazantigade v Kolding Busterminal,12:00:00,12:00:00,Knud Hansens Vej (Kolding),157429779
2026-02-20,Mazantigade v Kolding Busterminal,12:00:00,12:00:00,Drejensvej v Agerøvej (Kolding),157430792
2026-02-20,Kolding Busterminal,12:00:00,12:00:00,Kolding,157428919
2026-02-20,Mazantigade v Kolding Busterminal,12:01:00,12:01:00,Nørregyde v Julivænget (Kolding),157429747
2026-02-20,Mazantigade v Kolding Busterminal,12:02:00,12:02:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430888
2026-02-20,Mazantigade v Kolding Busterminal,12:01:00,12:03:00,Højhusene (Kolding),157427640
2026-02-20,Kolding Busterminal,12:05:00,12:05:00,Haderslev Busstation,157426206
2026-02-20,Mazantigade v Kolding Busterminal,12:08:00,12:08:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430150
2026-02-20,Mazantigade v Kolding Busterminal,12:09:00,12:09:00,Munkevænget v Munkevængets Skole,157430215
2026-02-20,Kolding Busterminal,12:10:00,12:10:00,Knud Hansens Vej (Kolding),157431881
2026-02-20,Kolding Busterminal,12:11:00,12:11:00,Kolding Busterminal,157425011
2026-02-20,Mazantigade v Kolding Busterminal,12:11:00,12:13:00,Albuen 40 (Kolding),157427792
2026-02-20,Mazantigade v Kolding Busterminal,12:15:00,12:15:00,Knud Hansens Vej (Kolding),157429801
2026-02-20,Mazantigade v Kolding Busterminal,12:16:00,12:16:00,Nørregyde v Julivænget (Kolding),157429706
2026-02-20,Mazantigade v Kolding Busterminal,12:16:00,12:18:00,Højhusene (Kolding),157427647
2026-02-20,Kolding Busterminal,12:22:00,12:22:00,Kolding Busterminal,157431813
2026-02-20,Kolding Busterminal,12:22:00,12:22:00,Kolding Busterminal,157426930
2026-02-20,Kolding Busterminal,12:25:00,12:25:00,Jels Busstation,157426796
2026-02-20,Mazantigade v Kolding Busterminal,12:26:00,12:28:00,Albuen 40 (Kolding),157427838
2026-02-20,Mazantigade v Kolding Busterminal,12:30:00,12:30:00,Knud Hansens Vej (Kolding),157429796
2026-02-20,Kolding Busterminal,12:30:00,12:30:00,Nordager v Vejlevej (Kolding),157425019
2026-02-20,Mazantigade v Kolding Busterminal,12:30:00,12:30:00,Drejensvej v Agerøvej (Kolding),157430807
2026-02-20,Mazantigade v Kolding Busterminal,12:31:00,12:31:00,Nørregyde v Julivænget (Kolding),157429710
2026-02-20,Mazantigade v Kolding Busterminal,12:32:00,12:32:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430887
2026-02-20,Mazantigade v Kolding Busterminal,12:31:00,12:33:00,Højhusene (Kolding),157427638
2026-02-20,Mazantigade v Kolding Busterminal,12:38:00,12:38:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430155
2026-02-20,Mazantigade v Kolding Busterminal,12:39:00,12:39:00,Munkevænget v Munkevængets Skole,157430218
2026-02-20,Kolding Busterminal,12:40:00,12:40:00,Knud Hansens Vej (Kolding),157431840
2026-02-20,Kolding Busterminal,12:41:00,12:41:00,Vamdrup St. (bus),157428906
2026-02-20,Kolding Busterminal,12:42:00,12:42:00,Kolding Busterminal,157426236
2026-02-20,Mazantigade v Kolding Busterminal,12:41:00,12:43:00,Albuen 40 (Kolding),157427793
2026-02-20,Kolding Busterminal,12:43:00,12:43:00,Kolding Busterminal,157425203
2026-02-20,Mazantigade v Kolding Busterminal,12:45:00,12:45:00,Knud Hansens Vej (Kolding),157429800
2026-02-20,Kolding Busterminal,12:45:00,12:45:00,Vejle Trafikcenter,157425106
2026-02-20,Mazantigade v Kolding Busterminal,12:46:00,12:46:00,Nørregyde v Julivænget (Kolding),157429692
2026-02-20,Kolding Busterminal,12:47:00,12:47:00,Vejle,157428116
2026-02-20,Mazantigade v Kolding Busterminal,12:46:00,12:48:00,Højhusene (Kolding),157427653
2026-02-20,Kolding Busterminal,12:52:00,12:52:00,Kolding Busterminal,157431773
2026-02-20,Kolding Busterminal,12:55:00,12:55:00,Sønder Stenderup,157428962
2026-02-20,Kolding Busterminal,12:53:00,12:55:00,Vejle Trafikcenter,157425106
2026-02-20,Mazantigade v Kolding Busterminal,12:56:00,12:58:00,Albuen 40 (Kolding),157427815
2026-02-20,Mazantigade v Kolding Busterminal,13:00:00,13:00:00,Knud Hansens Vej (Kolding),157429767
2026-02-20,Mazantigade v Kolding Busterminal,13:01:00,13:01:00,Drejensvej v Agerøvej (Kolding),157430872
2026-02-20,Mazantigade v Kolding Busterminal,13:02:00,13:02:00,Nørregyde v Julivænget (Kolding),157429674
2026-02-20,Mazantigade v Kolding Busterminal,13:01:00,13:03:00,Højhusene (Kolding),157427643
2026-02-20,Mazantigade v Kolding Busterminal,13:03:00,13:03:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430938
2026-02-20,Kolding Busterminal,13:03:00,13:03:00,Kolding Busterminal,157428924
2026-02-20,Mazantigade v Kolding Busterminal,13:05:00,13:05:00,Sønder Stenderup,157428962
2026-02-20,Kolding Busterminal,13:05:00,13:05:00,Haderslev Busstation,157426209
2026-02-20,Mazantigade v Kolding Busterminal,13:09:00,13:09:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430108
2026-02-20,Kolding Busterminal,13:10:00,13:10:00,Knud Hansens Vej (Kolding),157431833
2026-02-20,Kolding Busterminal,13:08:00,13:10:00,Sønderborg,157433021
2026-02-20,Mazantigade v Kolding Busterminal,13:10:00,13:10:00,Munkevænget v Munkevængets Skole,157430223
2026-02-20,Kolding Busterminal,13:12:00,13:12:00,Kolding Busterminal,157425002
2026-02-20,Mazantigade v Kolding Busterminal,13:12:00,13:14:00,Albuen 40 (Kolding),157427779
2026-02-20,Mazantigade v Kolding Busterminal,13:15:00,13:15:00,Knud Hansens Vej (Kolding),157429875
2026-02-20,Kolding Busterminal,13:15:00,13:15:00,Kolding Busterminal,157426784
2026-02-20,Mazantigade v Kolding Busterminal,13:17:00,13:17:00,Nørregyde v Julivænget (Kolding),157429673
2026-02-20,Mazantigade v Kolding Busterminal,13:17:00,13:19:00,Højhusene (Kolding),157427700
2026-02-20,Kolding Busterminal,13:20:00,13:20:00,Jels Busstation,157426797
2026-02-20,Kolding Busterminal,13:20:00,13:20:00,Vejle Trafikcenter,157425105
2026-02-20,Kolding Busterminal,13:22:00,13:22:00,Kolding Busterminal,157431803
2026-02-20,Kolding Busterminal,13:25:00,13:25:00,Sønder Stenderup,157428947
2026-02-20,Kolding Busterminal,13:25:00,13:25:00,Lunderskov St. (bus),157428911
2026-02-20,Kolding Busterminal,13:25:00,13:25:00,Middelfart Station (Middelfart Kommune),157425255
2026-02-20,Mazantigade v Kolding Busterminal,13:29:00,13:29:00,Mazantigade v Kolding Busterminal,157429884
2026-02-20,Mazantigade v Kolding Busterminal,13:27:00,13:29:00,Albuen 40 (Kolding),157427761
2026-02-20,Mazantigade v Kolding Busterminal,13:30:00,13:30:00,Knud Hansens Vej (Kolding),157429876
2026-02-20,Kolding Busterminal,13:30:00,13:30:00,Nordager v Vejlevej (Kolding),157425033
2026-02-20,Kolding Busterminal,13:28:00,13:30:00,Vejle Trafikcenter,157425105
2026-02-20,Mazantigade v Kolding Busterminal,13:31:00,13:31:00,Drejensvej v Agerøvej (Kolding),157430867
2026-02-20,Mazantigade v Kolding Busterminal,13:32:00,13:32:00,Nørregyde v Julivænget (Kolding),157429677
2026-02-20,Mazantigade v Kolding Busterminal,13:33:00,13:33:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430939
2026-02-20,Kolding Busterminal,13:33:00,13:33:00,Vejen Rutebilstation,157426932
2026-02-20,Mazantigade v Kolding Busterminal,13:32:00,13:34:00,Højhusene (Kolding),157427704
2026-02-20,Kolding Busterminal,13:35:00,13:35:00,Kolding Busterminal,157428898
2026-02-20,Mazantigade v Kolding Busterminal,13:35:00,13:35:00,Sønder Stenderup,157428947
2026-02-20,Kolding Busterminal,13:36:00,13:36:00,Billund Lufthavn / Billund Airport (bus),157426864
2026-02-20,Kolding Busterminal,13:38:00,13:38:00,Kolding Busterminal,157426828
2026-02-20,Mazantigade v Kolding Busterminal,13:39:00,13:39:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430114
2026-02-20,Kolding Busterminal,13:40:00,13:40:00,Knud Hansens Vej (Kolding),157431855
2026-02-20,Mazantigade v Kolding Busterminal,13:40:00,13:40:00,Munkevænget v Munkevængets Skole,157430229
2026-02-20,Kolding Busterminal,13:41:00,13:41:00,Vamdrup St. (bus),157428907
2026-02-20,Kolding Busterminal,13:44:00,13:44:00,Kolding Busterminal,157426252
2026-02-20,Mazantigade v Kolding Busterminal,13:45:00,13:45:00,Knud Hansens Vej (Kolding),157429874
2026-02-20,Mazantigade v Kolding Busterminal,13:44:00,13:46:00,Albuen 40 (Kolding),157427769
2026-02-20,Mazantigade v Kolding Busterminal,13:47:00,13:47:00,Nørregyde v Julivænget (Kolding),157429682
2026-02-20,Kolding Busterminal,13:47:00,13:47:00,"Jordrup, Hovedgaden v Skovvejen",157432017
2026-02-20,Kolding Busterminal,13:47:00,13:47:00,Kolding Busterminal,157425156
2026-02-20,Mazantigade v Kolding Busterminal,13:48:00,13:48:00,Mazantigade v Kolding Busterminal,157429885
2026-02-20,Mazantigade v Kolding Busterminal,13:47:00,13:49:00,Højhusene (Kolding),157427712
2026-02-20,Kolding Busterminal,13:47:00,13:49:00,Vejle,157432983
2026-02-20,Kolding Busterminal,13:50:00,13:50:00,Vejle Trafikcenter,157425100
2026-02-20,Kolding Busterminal,13:52:00,13:52:00,Kolding Busterminal,157431775
2026-02-20,Kolding Busterminal,13:52:00,13:52:00,Kolding Busterminal,157426785
2026-02-20,Kolding Busterminal,13:59:00,13:59:00,Kolding Busterminal,157428932
2026-02-20,Kolding Busterminal,13:59:00,13:59:00,Kolding,157428130
2026-02-20,Mazantigade v Kolding Busterminal,14:00:00,14:00:00,Knud Hansens Vej (Kolding),157429877
2026-02-20,Kolding Busterminal,14:00:00,14:00:00,Nordager v Vejlevej (Kolding),157425031
2026-02-20,Kolding Busterminal,13:58:00,14:00:00,Vejle Trafikcenter,157425100
2026-02-20,Mazantigade v Kolding Busterminal,13:59:00,14:01:00,Albuen 40 (Kolding),157427772
2026-02-20,Mazantigade v Kolding Busterminal,14:01:00,14:01:00,Drejensvej v Agerøvej (Kolding),157430868
2026-02-20,Mazantigade v Kolding Busterminal,14:02:00,14:02:00,Nørregyde v Julivænget (Kolding),157429672
2026-02-20,Mazantigade v Kolding Busterminal,14:03:00,14:03:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430946
2026-02-20,Mazantigade v Kolding Busterminal,14:02:00,14:04:00,Højhusene (Kolding),157427706
2026-02-20,Kolding Busterminal,14:05:00,14:05:00,Sønder Stenderup,157428948
2026-02-20,Kolding Busterminal,14:05:00,14:05:00,Haderslev Busstation,157426215
2026-02-20,Mazantigade v Kolding Busterminal,14:09:00,14:09:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430107
2026-02-20,Kolding Busterminal,14:10:00,14:10:00,"Hejlsminde, Havnevej v Lystbådehavn",157429030
2026-02-20,Kolding Busterminal,14:10:00,14:10:00,Knud Hansens Vej (Kolding),157431858
2026-02-20,Mazantigade v Kolding Busterminal,14:10:00,14:10:00,Munkevænget v Munkevængets Skole,157430226
2026-02-20,Kolding Busterminal,14:10:00,14:10:00,Jels Busstation,157426792
2026-02-20,Kolding Busterminal,14:10:00,14:10:00,Vejle Trafikcenter,157425102
2026-02-20,Kolding Busterminal,14:12:00,14:12:00,Kolding Busterminal,157425005
2026-02-20,Mazantigade v Kolding Busterminal,14:15:00,14:15:00,Knud Hansens Vej (Kolding),157429871
2026-02-20,Mazantigade v Kolding Busterminal,14:15:00,14:15:00,Sønder Stenderup,157428948
2026-02-20,Kolding Busterminal,14:15:00,14:15:00,Kolding Busterminal,157426928
2026-02-20,Mazantigade v Kolding Busterminal,14:16:00,14:16:00,Mazantigade v Kolding Busterminal,157429813
2026-02-20,Mazantigade v Kolding Busterminal,14:14:00,14:16:00,Albuen 40 (Kolding),157427768
2026-02-20,Kolding Busterminal,14:16:00,14:16:00,Kolding Busterminal,157425246
2026-02-20,Mazantigade v Kolding Busterminal,14:17:00,14:17:00,Nørregyde v Julivænget (Kolding),157429671
2026-02-20,Mazantigade v Kolding Busterminal,14:17:00,14:19:00,Højhusene (Kolding),157427715
2026-02-20,Kolding Busterminal,14:18:00,14:20:00,Vejle Trafikcenter,157425102
2026-02-20,Kolding Busterminal,14:22:00,14:22:00,Kolding Busterminal,157431771
2026-02-20,Kolding Busterminal,14:25:00,14:25:00,Middelfart Station (Middelfart Kommune),157425253
2026-02-20,Kolding Busterminal,14:26:00,14:26:00,Billund Lufthavn / Billund Airport (bus),157426861
2026-02-20,Kolding Busterminal,14:29:00,14:29:00,Kolding Busterminal,157428927
2026-02-20,Mazantigade v Kolding Busterminal,14:30:00,14:30:00,Knud Hansens Vej (Kolding),157429878
2026-02-20,Kolding Busterminal,14:30:00,14:30:00,Nordager v Vejlevej (Kolding),157425034
2026-02-20,Kolding Busterminal,14:30:00,14:30:00,Ødsted,157428119
2026-02-20,Mazantigade v Kolding Busterminal,14:29:00,14:31:00,Albuen 40 (Kolding),157427777
2026-02-20,Mazantigade v Kolding Busterminal,14:31:00,14:31:00,Drejensvej v Agerøvej (Kolding),157430871
2026-02-20,Kolding Busterminal,14:31:00,14:31:00,Kolding Busterminal,157425165
2026-02-20,Mazantigade v Kolding Busterminal,14:32:00,14:32:00,Nørregyde v Julivænget (Kolding),157429685
2026-02-20,Mazantigade v Kolding Busterminal,14:33:00,14:33:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430945
2026-02-20,Kolding Busterminal,14:33:00,14:33:00,Kolding Busterminal,157428920
2026-02-20,Kolding Busterminal,14:33:00,14:33:00,Vejen Idrætscenter p-plads,157426939
2026-02-20,Mazantigade v Kolding Busterminal,14:32:00,14:34:00,Højhusene (Kolding),157427705
2026-02-20,Kolding Busterminal,14:35:00,14:35:00,Kolding Busterminal,157428899
2026-02-20,Kolding Busterminal,14:35:00,14:35:00,Sønder Stenderup,157428965
2026-02-20,Kolding Busterminal,14:37:00,14:37:00,Lunderskov St. (bus),157428915
2026-02-20,Kolding Busterminal,14:37:00,14:37:00,Kolding Busterminal,157425158
2026-02-20,Mazantigade v Kolding Busterminal,14:39:00,14:39:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430109
2026-02-20,Kolding Busterminal,14:39:00,14:39:00,Vejle Trafikcenter,157425136
2026-02-20,Kolding Busterminal,14:40:00,14:40:00,Knud Hansens Vej (Kolding),157431843
2026-02-20,Mazantigade v Kolding Busterminal,14:40:00,14:40:00,Munkevænget v Munkevængets Skole,157430227
2026-02-20,Kolding Busterminal,14:40:00,14:40:00,Kolding Busterminal,157425165
2026-02-20,Kolding Busterminal,14:41:00,14:41:00,Kolding Busterminal,157426779
2026-02-20,Kolding Busterminal,14:42:00,14:42:00,Kolding Busterminal,157425004
2026-02-20,Kolding Busterminal,14:44:00,14:44:00,Kolding Busterminal,157426254
2026-02-20,Mazantigade v Kolding Busterminal,14:45:00,14:45:00,Knud Hansens Vej (Kolding),157429873
2026-02-20,Mazantigade v Kolding Busterminal,14:45:00,14:45:00,Sønder Stenderup,157428965
2026-02-20,Mazantigade v Kolding Busterminal,14:44:00,14:46:00,Albuen 40 (Kolding),157427770
2026-02-20,Mazantigade v Kolding Busterminal,14:47:00,14:47:00,Nørregyde v Julivænget (Kolding),157429680
2026-02-20,Mazantigade v Kolding Busterminal,14:47:00,14:49:00,Højhusene (Kolding),157427713
2026-02-20,Kolding Busterminal,14:47:00,14:49:00,Vejle,157432986
2026-02-20,Kolding Busterminal,14:47:00,14:50:00,Vejle Trafikcenter,157425136
2026-02-20,Kolding Busterminal,14:52:00,14:52:00,Kolding Busterminal,157431792
2026-02-20,Mazantigade v Kolding Busterminal,14:54:00,14:54:00,Mazantigade v Kolding Busterminal,157429886
2026-02-20,Mazantigade v Kolding Busterminal,15:00:00,15:00:00,Knud Hansens Vej (Kolding),157429883
2026-02-20,Kolding Busterminal,15:00:00,15:00:00,Nordager v Vejlevej (Kolding),157425029
2026-02-20,Kolding Busterminal,15:00:00,15:00:00,Vamdrup St. (bus),157428909
2026-02-20,Mazantigade v Kolding Busterminal,14:59:00,15:01:00,Albuen 40 (Kolding),157427775
2026-02-20,Mazantigade v Kolding Busterminal,15:01:00,15:01:00,Drejensvej v Agerøvej (Kolding),157430865
2026-02-20,Kolding Busterminal,15:01:00,15:01:00,Kolding,157428133
2026-02-20,Mazantigade v Kolding Busterminal,15:02:00,15:02:00,Nørregyde v Julivænget (Kolding),157429686
2026-02-20,Mazantigade v Kolding Busterminal,15:03:00,15:03:00,"Vonsild, Lykkeshave v Christiansmindeallé",157430942
2026-02-20,Kolding Busterminal,15:03:00,15:03:00,Kolding Busterminal,157425248
2026-02-20,Mazantigade v Kolding Busterminal,15:02:00,15:04:00,Højhusene (Kolding),157427703
2026-02-20,Kolding Busterminal,15:04:00,15:04:00,Vejle Trafikcenter,157425138
2026-02-20,Kolding Busterminal,15:05:00,15:05:00,Haderslev Busstation,157426214
2026-02-20,Kolding Busterminal,15:05:00,15:05:00,Kolding Busterminal,157425160
2026-02-20,Kolding Busterminal,15:08:00,15:08:00,Vejle Trafikcenter,157425151
2026-02-20,Mazantigade v Kolding Busterminal,15:09:00,15:09:00,Ankerhusvej v Dalbygårdsvej (Kolding),157430105
2026-02-20,Kolding Busterminal,15:09:00,15:09:00,Kolding Busterminal,157428942
2026-02-20,Kolding Busterminal,15:10:00,15:10:00,Knud Hansens Vej (Kolding),157431836
2026-02-20,Kolding Busterminal,15:08:00,15:10:00,Sønderborg,157433026
2026-02-20,Mazantigade v Kolding Busterminal,15:10:00,15:10:00,Munkevænget v Munkevængets Skole,157430224
2026-02-20,Kolding Busterminal,15:12:00,15:12:00,Kolding Busterminal,157425001
2026-02-20,Mazantigade v Kolding Busterminal,15:15:00,15:15:00,Knud Hansens Vej (Kolding),157429869
2026-02-20,Kolding Busterminal,15:15:00,15:15:00,Sønder Stenderup,157428954
